rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
121	C7H9NO3S	[M + H]+	C7H9NO3S	0.9999999999999999	66.81538965859797	66.81538965859797	0.0	17	0.4404567699836867	-0.9797968508212529	5.108459181309144	-2.077249025712083		188.03720	96.674	333_1_Brassimet_Roots_Neg-POS_PAXs_14_p2647
122	C10H8N2O	[M + H]+	C10H8N2O	0.9999999999999999	66.65622508375122	66.65622508375122	0.0	24	0.8158765159867695	-3.657358611881297	3.657358611881297	0.35056080721921457		173.07100	389.062	239_1_Brassimet_Roots_Neg-POS_PAXs_12_p989
123	C23H31NO12S2	[M + H]+	C23H31NO12S2	0.9999999999999999	65.32740696806796	65.32740696806796	0.0	33	0.8509512666598837	-1.4486039606952428	1.7206893828550618	0.9619109210104948		578.13660	355.295	189_1_Brassimet_Roots_Neg-POS_PAXs_11_p1644
124	C20H15NO6	[M + H]+	C20H15NO6	0.9999999999999999	64.94511337544249	64.94511337544249	0.0	37	0.8171225117332905	-3.3357914676274687	4.415644627763717	3.51366615666618		366.09850	222.717	980_1_Brassimet_Roots_Neg-POS_PAXs_5_p444
125	C11H12O3	[M + H]+	C11H12O3	0.9999999999999999	63.76663287000572	63.76663287000572	0.0	15	0.7792107299458347	-4.537078259997863	4.537078259997863	-0.10718592347662351		193.08590	166.382	761_1_Brassimet_Roots_Neg-POS_PAXs_22_p1787
126	C10H16N2O3	[M + H]+	C10H16N2O3	0.9999999999999999	63.456560493369516	63.456560493369516	0.0	25	0.7238215185318463	-2.5990423548950483	5.416949762031362	0.6154924703363781		213.12350	52.727	787_1_Brassimet_Roots_Neg-POS_PAXs_22_p1339
127	C16H18O9	[M + H]+	C16H18O9	0.9999999999999999	63.07199510613433	63.07199510613433	0.0	11	0.8658060642449714	-3.691456615349445	3.691456615349445	0.9613892248664927		355.10270	206.389	941_1_Brassimet_Roots_Neg-POS_PAXs_5_p1004
128	C9H7NO2	[M + H]+	C9H7NO2	0.9999999999999999	62.705198281204545	62.705198281204545	0.0	11	0.8906204906204905	-4.956187932001407	4.956187932001407	-0.9559487934758597		162.05480	159.952	752_1_Brassimet_Roots_Neg-POS_PAXs_22_p440
129	C23H34N2O12S2	[M + H]+	C23H34N2O12S2	0.9999999999999999	62.33342705525033	62.33342705525033	0.0	33	0.8216601815823604	-1.4645745879903926	1.6640187316929649	0.347837447927299		595.16280	356.381	191_1_Brassimet_Roots_Neg-POS_PAXs_11_p1029
130	C29H60O9	[M + H3N + H]+	C29H63NO9	0.9999999999999999	62.16274201509124	62.16274201509124	0.0	17	0.6711655258845077	-0.5504723743796908	1.2635907297794253	-0.10351006101935864		570.45750	1398.406	570_1_Brassimet_Roots_Neg-POS_PAXs_19_p707
131	C10H10N2O	[M + H]+	C10H10N2O	0.9999999999999999	62.02637506455895	62.02637506455895	0.0	22	0.8897637795275587	-3.82807258290884	3.82807258290884	-1.0817064633983393		175.08640	335.069	150_1_Brassimet_Roots_Neg-POS_PAXs_11_p701
132	C10H8O3	[M + H]+	C10H8O3	0.9999999999999999	61.36019595781397	61.36019595781397	0.0	20	0.7414843671960842	-3.5551999835067423	5.1778152051747135	-3.5049650982815534		177.05400	294.504	1138_1_Brassimet_Roots_Neg-POS_PAXs_9_p1656
133	C22H24N4O4	[M + H]+	C22H24N4O4	0.9999999999999999	61.333747568824116	61.333747568824116	0.0	16	0.9834113529973186	-2.4202607152733413	2.4202607152733413	1.3888492941772146		409.18760	287.961	1124_1_Brassimet_Roots_Neg-POS_PAXs_8_p993
134	C16H21N5O5	[M + H]+	C16H21N5O5	0.9999999999999999	61.3209198941898	61.3209198941898	0.0	37	0.8205756276791182	-3.0666506736202233	3.2424406021645966	-0.12418690749387135		364.16150	197.679	821_1_Brassimet_Roots_Neg-POS_PAXs_23_p2725
135	C17H22N2O7S	[M + H]+	C17H22N2O7S	0.9999999999999999	61.12433782737417	61.12433782737417	0.0	43	0.9593271696060912	-0.0634497403550447	1.8648952809492074	0.6301424637342407		399.12230	171.967	771_1_Brassimet_Roots_Neg-POS_PAXs_22_p391
136	C14H18N6O3	[M + H]+	C14H18N6O3	0.9999999999999999	61.1091683210262	61.1091683210262	0.0	43	0.8447496094071204	-3.1293240253674814	3.1293240253674814	0.2666819244011256		319.15140	194.183	815_1_Brassimet_Roots_Neg-POS_PAXs_23_p53
137	C11H9N2O	[M + H]+	C11H9N2O	0.9999999999999999	61.02780677877715	61.02780677877715	0.0	31	0.8982391553502586	-4.350866734150865	4.350866734150865	-1.9580998683534152		186.07840	383.331	237_1_Brassimet_Roots_Neg-POS_PAXs_12_p1548
138	C23H34N2O12S2	[M + H]+	C23H34N2O12S2	0.9999999999999999	60.87231033385991	60.87231033385991	0.0	38	0.8075007324934077	-1.4334953815512095	1.5642966598416788	0.6838797262544012		595.16300	407.072	272_1_Brassimet_Roots_Neg-POS_PAXs_13_p1010
139	C17H26O4	[M - H]-	C17H26O4	0.9999999999999999	60.66852993347297	60.66852993347297	0.0	16	0.7109557109557112	6.496646280506879	6.515702010959087	1.934467066716445		293.17640	914.297	863_1_Brassimet_Roots_Neg-POS_PAXs_3_n138
140	C11H19NO5	[M + Na]+	C11H19NO5	0.9999999999999999	60.59690320863124	60.59690320863124	0.0	23	0.6547723677271926	2.530173219790004	7.946356793338703	7.297516609338698		268.11750	160.795	753_1_Brassimet_Roots_Neg-POS_PAXs_22_p2160
141	C11H10N2OS	[M + H]+	C11H10N2OS	0.9999999999999999	60.398782118967	60.398782118967	0.0	20	0.5503904797322424	-1.9580998683534152	5.940940396129586	3.8327847433399374		219.05950	354.042	184_1_Brassimet_Roots_Neg-POS_PAXs_11_p1204
142	C13H19NO5	[M + Na]+	C13H19NO5	0.9999999999999999	60.1882340640015	60.1882340640015	0.0	32	0.7639627659574468	5.037560005671759	6.142490240346579	9.436560152082503		292.11830	308.256	1172_1_Brassimet_Roots_Neg-POS_PAXs_9_p2706
143	C10H12N2O2	[M + Na]+	C10H12N2O2	0.9999999999999999	60.18762321780575	60.18762321780575	0.0	24	0.700699300699301	4.296598412992308	5.154415994080967	20.464963186219144		215.08350	279.377	1098_1_Brassimet_Roots_Neg-POS_PAXs_8_p1871
144	C4H4N2OS2	[M + K]+	C4H4N2OS2	0.9999999999999999	60.02988414009366	60.02988414009366	0.0	16	0.4248583394924859	-0.790215375424169	3.9894750376765087	1.1920781575717023		198.93990	33.505	1174_1_Brassimet_Roots_Neg-POS_PAXs_9_p41
145	C14H30O8	[M + H3N + H]+	C14H33NO8	0.9999999999999999	59.99800768153358	59.99800768153358	0.0	31	0.5819526627218934	-1.893968050420853	3.912495965135269	2.0525078666603718		344.22860	225.181	987_1_Brassimet_Roots_Neg-POS_PAXs_6_p1432
146	C19H40O10	[M + H3N + H]+	C19H43NO10	0.9999999999999999	59.942032764703555	59.942032764703555	0.0	30	0.6149046793760835	-2.119347826233708	2.8322438137837533	0.28450149907369615		446.29610	288.321	1125_1_Brassimet_Roots_Neg-POS_PAXs_8_p520
147	C17H22O3	[M + H]+	C17H22O3	0.9999999999999999	59.92716860479881	59.92716860479881	0.0	10	0.529968454258675	-1.8485505396815944	6.628334698752303	0.4687523400358264		275.16430	1203.889	552_1_Brassimet_Roots_Neg-POS_PAXs_19_p2577
148	C17H22N2O8S	[M + H]+	C17H22N2O8S	0.9999999999999999	59.8921569216575	59.8921569216575	0.0	38	0.9002110919209363	-2.955318609887788	3.418308235316998	0.08885184043268725		415.11700	115.093	697_1_Brassimet_Roots_Neg-POS_PAXs_21_p517
